athlete_id,player_id,Name,Team,Conference,Eligibility,Year.Out.Of.HS,Recruit.Stars,Height,Weight,Pos
4426919,"De'Corian Clark, UT San Antonio, WR",De'Corian Clark,UT San Antonio,Conference USA,2022,3,3,74,205,WR
4362186,"Erik Ezukanma, Texas Tech, WR",Erik Ezukanma,Texas Tech,Big 12,2022,4,4,75,220,WR
4361777,"Zamir White, Georgia, RB",Zamir White,Georgia,SEC,2022,4,5,72,215,RB
4429043,"Jaylan Knighton, Miami, RB",Jaylan Knighton,Miami,ACC,2023,2,4,70,190,RB
4259308,"Raheem Blackshear, Virginia Tech, RB",Raheem Blackshear,Virginia Tech,ACC,2022,5,3,69,194,RB
4360205,"David Bailey, Colorado State, RB",David Bailey,Colorado State,Mountain West,2022,4,3,72,235,RB
4036436,"Marcus Williams Jr., Louisiana Tech, RB",Marcus Williams Jr.,Louisiana Tech,Conference USA,2022,6,3,70,204,RB
4373959,"Nick Mardner, Hawai'i, WR",Nick Mardner,Hawai'i,Mountain West,2022,4,2,78,190,WR
4429805,"Frank Gore Jr., Southern Mississippi, RB",Frank Gore Jr.,Southern Mississippi,Conference USA,2023,2,3,68,165,RB
4430067,"Jaren Mangham, South Florida, RB",Jaren Mangham,South Florida,American Athletic,2022,3,3,74,215,RB
4567218,"Bo Nix, Auburn, QB",Bo Nix,Auburn,SEC,2022,3,5,75,214,QB
4242505,"Daewood Davis, Western Kentucky, WR",Daewood Davis,Western Kentucky,Conference USA,2022,5,3,74,181,WR
4684625,"Montrell Johnson, Louisiana, RB",Montrell Johnson,Louisiana,Sun Belt,2024,1,3,71,200,RB
4687558,"Jonah Johnson, New Mexico State, QB",Jonah Johnson,New Mexico State,FBS Independents,2022,4,2,75,235,QB
4363104,"Chris Smith, Louisiana, RB",Chris Smith,Louisiana,Sun Belt,2022,4,3,69,194,RB
4575668,"Gavin Hardison, UTEP, QB",Gavin Hardison,UTEP,Conference USA,2022,4,NA,75,205,QB
4570276,"De'Montre Tuggle, Ohio, RB",De'Montre Tuggle,Ohio,Mid-American,2022,5,2,70,198,RB
4374391,"Roderic Burns, North Texas, WR",Roderic Burns,North Texas,Conference USA,2022,3,NA,70,179,WR
4374361,"Gerrit Prince, UAB, TE",Gerrit Prince,UAB,Conference USA,2022,5,NA,77,240,TE
4693844,"Dallas Dixon, Central Michigan, WR",Dallas Dixon,Central Michigan,Mid-American,2022,6,NA,73,189,WR
4039607,"J.J. Taylor, Arizona, RB",J.J. Taylor,Arizona,Pac-12,2022,6,3,66,185,RB
4241145,"Logan Wright, Georgia Southern, RB",Logan Wright,Georgia Southern,Sun Belt,2022,5,2,72,230,RB
4244029,"Jarret Doege, West Virginia, QB",Jarret Doege,West Virginia,Big 12,2022,5,3,74,208,QB
4362483,"Tevailance Hunt, Arkansas State, WR",Tevailance Hunt,Arkansas State,Sun Belt,2022,4,4,75,200,WR
4031140,"Clint Ratkovich, Northern Illinois, RB",Clint Ratkovich,Northern Illinois,Mid-American,2022,6,NA,73,220,RB
4567246,"Snoop Conner, Ole Miss, RB",Snoop Conner,Ole Miss,SEC,2022,3,3,70,215,RB
4361159,"Greg Bell, San Diego State, RB",Greg Bell,San Diego State,Mountain West,2022,6,2,72,200,RB
4240121,"Thayer Thomas, NC State, WR",Thayer Thomas,NC State,ACC,2022,4,NA,72,197,WR
4569452,"Winston Wright, West Virginia, WR",Winston Wright,West Virginia,Big 12,2022,3,3,70,180,WR
4244833,"Quian Williams, Buffalo, WR",Quian Williams,Buffalo,Mid-American,2022,5,2,72,185,WR
4360405,"Jake Bobo, Duke, WR",Jake Bobo,Duke,ACC,2022,4,3,77,215,WR
3914543,"Blake LaRussa, Old Dominion, QB",Blake LaRussa,Old Dominion,Conference USA,2022,5,NA,70,189,QB
4714365,"Carson Steele, Ball State, RB",Carson Steele,Ball State,Mid-American,2024,1,NA,NA,NA,RB
4362238,"Chase Brown, Illinois, RB",Chase Brown,Illinois,Big Ten,2022,4,3,71,200,RB
4035198,"Brandon Edward Johnson, UCF, WR",Brandon Edward Johnson,UCF,American Athletic,2022,6,3,74,195,WR
4258447,"Christian Anderson, Army, QB",Christian Anderson,Army,FBS Independents,2022,5,3,73,195,QB
4689988,"Jason Brownlee, Southern Mississippi, WR",Jason Brownlee,Southern Mississippi,Conference USA,2022,4,3,75,195,WR
4685201,"Tanner McKee, Stanford, QB",Tanner McKee,Stanford,Pac-12,2022,4,4,78,228,QB
4427455,"Cade McNamara, Michigan, QB",Cade McNamara,Michigan,Big Ten,2022,3,4,73,205,QB
4239937,"Matt McDonald, Bowling Green, QB",Matt McDonald,Bowling Green,Mid-American,2022,5,NA,75,210,QB
4429479,"Corey Crooms, Western Michigan, WR",Corey Crooms,Western Michigan,Mid-American,2022,3,3,71,185,WR
4360802,"Javian Hawkins, Louisville, RB",Javian Hawkins,Louisville,ACC,2022,4,3,69,196,RB
4429202,"Israel Abanikanda, Pittsburgh, RB",Israel Abanikanda,Pittsburgh,ACC,2023,2,3,71,210,RB
4362087,"Keaontay Ingram, USC, RB",Keaontay Ingram,USC,Pac-12,2022,4,4,72,215,RB
4259597,"Mac Hippenhammer, Miami (OH), WR",Mac Hippenhammer,Miami (OH),Mid-American,2022,5,3,71,186,WR
4690143,"LaJohntay Wester, Florida Atlantic, WR",LaJohntay Wester,Florida Atlantic,Conference USA,2023,2,NA,71,160,WR
4244599,"Shamari Brooks, Tulsa, RB",Shamari Brooks,Tulsa,American Athletic,2022,5,3,69,190,RB
4240408,"Nykeim Johnson, Kent State, WR",Nykeim Johnson,Kent State,Mid-American,2022,5,3,68,170,WR
4039357,"Sean Dykes, Memphis, TE",Sean Dykes,Memphis,American Athletic,2022,6,2,74,224,TE
4429020,"D.J. Uiagalelei, Clemson, QB",D.J. Uiagalelei,Clemson,ACC,2023,2,5,76,250,QB
4360403,"Gunnar Holmberg, Duke, QB",Gunnar Holmberg,Duke,ACC,2022,4,3,75,205,QB
4361014,"Brant Kuithe, Utah, TE",Brant Kuithe,Utah,Pac-12,2022,4,3,74,230,TE
4427095,"Demario Douglas, Liberty, WR",Demario Douglas,Liberty,FBS Independents,2022,3,NA,68,165,WR
4430681,"Jared Wayne, Pittsburgh, WR",Jared Wayne,Pittsburgh,ACC,2022,3,3,75,205,WR
4430431,"Kurtis Rourke, Ohio, QB",Kurtis Rourke,Ohio,Mid-American,2022,3,3,75,211,QB
4578654,"Jaden Walley, Mississippi State, WR",Jaden Walley,Mississippi State,SEC,2023,2,3,72,180,WR
4361655,"Ricky Person Jr., NC State, RB",Ricky Person Jr.,NC State,ACC,2022,4,4,73,222,RB
4429615,"Zay Flowers, Boston College, WR",Zay Flowers,Boston College,ACC,2022,3,3,70,177,WR
4360492,"Samson Evans, Eastern Michigan, RB",Samson Evans,Eastern Michigan,Mid-American,2022,4,3,72,210,RB
4382092,"Tucker Gregg, Georgia State, RB",Tucker Gregg,Georgia State,Sun Belt,2022,4,NA,70,220,RB
4259169,"Trestan Ebner, Baylor, RB",Trestan Ebner,Baylor,Big 12,2022,5,3,71,208,RB
4241410,"Jelani Woods, Virginia, TE",Jelani Woods,Virginia,ACC,2022,5,3,79,275,TE
4426386,"Roschon Johnson, Texas, QB",Roschon Johnson,Texas,Big 12,2022,1,4,74,223,QB
4429362,"Jalon Calhoun, Duke, WR",Jalon Calhoun,Duke,ACC,2022,3,3,71,190,WR
4429125,"Gary Bryant Jr., USC, WR",Gary Bryant Jr.,USC,Pac-12,2023,2,4,71,170,WR
4429066,"Jeff Sims, Georgia Tech, QB",Jeff Sims,Georgia Tech,ACC,2023,2,4,75,215,QB
4432545,"Jabari Small, Tennessee, RB",Jabari Small,Tennessee,SEC,2023,2,3,72,200,RB
4597703,"Tory Horton, Nevada, WR",Tory Horton,Nevada,Mountain West,2023,2,3,74,175,WR
4241888,"Reggie Roberson Jr., SMU, WR",Reggie Roberson Jr.,SMU,American Athletic,2022,5,3,72,200,WR
4429652,"Pat Garwo III, Boston College, RB",Pat Garwo III,Boston College,ACC,2022,3,3,68,214,RB
4036419,"Skylar John Thompson, Kansas State, QB",Skylar John Thompson,Kansas State,Big 12,2022,6,3,74,223,QB
4426475,"Tyrion Davis-Price, LSU, RB",Tyrion Davis-Price,LSU,SEC,2022,3,4,73,232,RB
4605951,"C.J. Daniels, Liberty, WR",C.J. Daniels,Liberty,FBS Independents,2023,2,3,73,195,WR
4036215,"Max Bortenschlager, Florida International, QB",Max Bortenschlager,Florida International,Conference USA,2022,6,3,75,205,QB
4382468,"La'Darius Jefferson, Western Michigan, RB",La'Darius Jefferson,Western Michigan,Mid-American,2022,4,3,73,223,RB
4570130,"Jermaine Brown Jr., UAB, RB",Jermaine Brown Jr.,UAB,Conference USA,2022,3,2,68,175,RB
4575558,"Josh Kelly, Fresno State, WR",Josh Kelly,Fresno State,Mountain West,2022,3,NA,74,180,WR
4428209,"Ricky Pearsall, Arizona State, WR",Ricky Pearsall,Arizona State,Pac-12,2022,3,3,72,205,WR
4613032,"Nate Noel, Appalachian State, RB",Nate Noel,Appalachian State,Sun Belt,2023,2,3,70,190,RB
4035721,"Jackson Anthrop, Purdue, WR",Jackson Anthrop,Purdue,Big Ten,2022,6,3,71,190,WR
4360163,"Austin Aune, North Texas, QB",Austin Aune,North Texas,Conference USA,2022,3,NA,74,216,QB
4431342,"Brennan Presley, Oklahoma State, WR",Brennan Presley,Oklahoma State,Big 12,2023,2,3,68,170,WR
4042807,"Trevon Bradford, Oregon State, WR",Trevon Bradford,Oregon State,Pac-12,2022,6,3,72,182,WR
4361222,"Layne Hatcher, Arkansas State, QB",Layne Hatcher,Arkansas State,Sun Belt,2022,4,3,71,196,QB
4362862,"Josh Vann, South Carolina, WR",Josh Vann,South Carolina,SEC,2022,4,4,70,190,WR
4243826,"Tre Siggers, SMU, RB",Tre Siggers,SMU,American Athletic,2022,5,3,68,200,RB
4245242,"Ronald Awatt, UTEP, RB",Ronald Awatt,UTEP,Conference USA,2022,6,2,72,205,RB
4690120,"Johnny Richardson, UCF, RB",Johnny Richardson,UCF,American Athletic,2023,2,3,67,175,RB
4244649,"Bryce Singleton, Florida International, WR",Bryce Singleton,Florida International,Conference USA,2022,5,2,71,193,WR
4367209,"Greg Dulcich, UCLA, TE",Greg Dulcich,UCLA,Pac-12,2022,4,NA,76,242,TE
4255990,"Calvin Tyler Jr., Utah State, RB",Calvin Tyler Jr.,Utah State,Mountain West,2022,5,3,68,215,RB
4374147,"Derrick Deese Jr., San José State, TE",Derrick Deese Jr.,San José State,Mountain West,2022,5,NA,76,235,TE
4569598,"Dylan Morris, Washington, QB",Dylan Morris,Washington,Pac-12,2022,3,4,72,200,QB
4428890,"Levi Williams, Wyoming, QB",Levi Williams,Wyoming,Mountain West,2022,3,3,77,221,QB
4362034,"Justin Garrett, UTEP, WR",Justin Garrett,UTEP,Conference USA,2022,6,3,73,200,WR
4430089,"Michael Mathison, Akron, WR",Michael Mathison,Akron,Mid-American,2022,3,2,70,175,WR
4037642,"Austin Kendall, Louisiana Tech, QB",Austin Kendall,Louisiana Tech,Conference USA,2022,6,4,74,212,QB
4429022,"Kayshon Boutte, LSU, WR",Kayshon Boutte,LSU,SEC,2023,2,5,72,185,WR
4689825,"Tyrell Robinson, Army, RB",Tyrell Robinson,Army,FBS Independents,2023,2,NA,69,180,RB
4259506,"Jamyest Williams, Georgia State, RB",Jamyest Williams,Georgia State,Sun Belt,2022,5,4,69,185,RB
4039154,"Jordan Myers, Rice, WR",Jordan Myers,Rice,Conference USA,2022,6,2,74,203,WR
4374065,"Cedric Patterson III, Rice, WR",Cedric Patterson III,Rice,Conference USA,2022,4,3,71,180,WR
4035912,"Kwamie Lassiter II, Kansas, WR",Kwamie Lassiter II,Kansas,Big 12,2022,5,NA,72,175,WR
4382466,"Jalen Nailor, Michigan State, WR",Jalen Nailor,Michigan State,Big Ten,2022,4,3,72,185,WR
4426444,"Connor Bazelak, Missouri, QB",Connor Bazelak,Missouri,SEC,2022,3,4,75,212,QB
4569371,"Isaiah Williams, Illinois, WR",Isaiah Williams,Illinois,Big Ten,2022,3,4,70,180,WR
4240625,"Mike Harley, Miami, WR",Mike Harley,Miami,ACC,2022,5,4,71,182,WR
4570190,"Jake Bailey, Rice, WR",Jake Bailey,Rice,Conference USA,2022,3,3,70,180,WR
4426847,"Zach Calzada, Texas A&M, QB",Zach Calzada,Texas A&M,SEC,2022,3,3,75,205,QB
4565761,"Emani Bailey, Louisiana, RB",Emani Bailey,Louisiana,Sun Belt,2023,2,3,68,201,RB
4242377,"Neil Pau'u, BYU, QB",Neil Pau'u,BYU,FBS Independents,2022,8,2,76,215,QB
4259305,"Bo Melton, Rutgers, WR",Bo Melton,Rutgers,Big Ten,2022,5,4,71,190,WR
4689650,"Trea Shropshire, UAB, WR",Trea Shropshire,UAB,Conference USA,2023,2,NA,75,190,WR
4240176,"Jaylen Hall, Western Michigan, WR",Jaylen Hall,Western Michigan,Mid-American,2022,5,2,76,185,WR
4431074,"Jevyon Ducker, Northern Illinois, RB",Jevyon Ducker,Northern Illinois,Mid-American,2023,2,3,70,190,RB
4361264,"Isaiah Bowser, UCF, RB",Isaiah Bowser,UCF,American Athletic,2022,4,3,73,215,RB
4430027,"Sam LaPorta, Iowa, TE",Sam LaPorta,Iowa,Big Ten,2022,3,3,76,249,TE
4427596,"Steve Jenkins, UNLV, WR",Steve Jenkins,UNLV,Mountain West,2022,3,3,72,165,WR
4682652,"Devin Neal, Kansas, RB",Devin Neal,Kansas,Big 12,2024,1,3,71,208,RB
4428367,"Tayvion Robinson, Virginia Tech, WR",Tayvion Robinson,Virginia Tech,ACC,2022,3,4,70,187,WR
4362507,"Jarren Williams, South Florida, QB",Jarren Williams,South Florida,ACC,2022,4,4,75,209,QB
4244617,"J.C. Santana, Tulsa, WR",J.C. Santana,Tulsa,American Athletic,2022,4,NA,73,173,WR
4240603,"Malik Davis, Florida, RB",Malik Davis,Florida,SEC,2022,5,3,70,205,RB
4385690,"Dalton Kincaid, Utah, TE",Dalton Kincaid,Utah,Pac-12,2022,4,NA,76,240,TE
4567044,"Taylor Morin, Wake Forest, WR",Taylor Morin,Wake Forest,ACC,2022,3,3,70,174,WR
4372721,"Christopher Brown Jr., California, RB",Christopher Brown Jr.,California,Pac-12,2022,4,NA,73,235,RB
4428532,"Ainias Smith, Texas A&M, WR",Ainias Smith,Texas A&M,SEC,2022,3,3,70,190,WR
4242661,"Chris Pierce, Vanderbilt, WR",Chris Pierce,Vanderbilt,SEC,2022,5,3,76,231,WR
4686472,"Marvin Mims, Oklahoma, WR",Marvin Mims,Oklahoma,Big 12,2023,2,4,71,177,WR
4242321,"Tyler Nevens, San José State, RB",Tyler Nevens,San José State,Mountain West,2022,5,3,72,225,RB
4242248,"Austin Williams, Mississippi State, WR",Austin Williams,Mississippi State,SEC,2022,5,3,75,200,WR
4361646,"Yo'Heinz Tyler, Ball State, WR",Yo'Heinz Tyler,Ball State,Mid-American,2022,4,3,75,204,WR
4426840,"Shadrick Byrd, Charlotte, RB",Shadrick Byrd,Charlotte,Conference USA,2022,3,3,70,217,RB
4569234,"Keshunn Abram, Kent State, WR",Keshunn Abram,Kent State,Mid-American,2022,5,NA,74,193,WR
4036032,"Brittain Brown, UCLA, RB",Brittain Brown,UCLA,Pac-12,2022,6,3,73,210,RB
4360329,"Stephon Robinson, Northwestern, WR",Stephon Robinson,Northwestern,Big Ten,2022,6,3,70,180,WR
4599739,"Kendre Miller, TCU, RB",Kendre Miller,TCU,Big 12,2023,2,3,72,206,RB
4243975,"Jimmy Marshall, Middle Tennessee, WR",Jimmy Marshall,Middle Tennessee,Conference USA,2022,5,2,77,234,WR
4361960,"Tre Turner, Virginia Tech, WR",Tre Turner,Virginia Tech,ACC,2022,4,4,74,187,WR
3926231,"Britain Covey, Utah, WR",Britain Covey,Utah,Pac-12,2022,7,3,68,172,WR
4570497,"Jarrin Pierce, Middle Tennessee, WR",Jarrin Pierce,Middle Tennessee,Conference USA,2022,5,3,71,190,WR
4361092,"Austin Osborne, Bowling Green, WR",Austin Osborne,Bowling Green,Mid-American,2022,4,4,74,200,WR
4430968,"Kimani Vidal, Troy, RB",Kimani Vidal,Troy,Sun Belt,2023,2,3,68,215,RB
4429025,"Quentin Johnston, TCU, WR",Quentin Johnston,TCU,Big 12,2023,2,4,76,193,WR
4360233,"Jacob Copeland, Florida, WR",Jacob Copeland,Florida,SEC,2022,4,4,72,203,WR
4259268,"Victor Tucker, Charlotte, WR",Victor Tucker,Charlotte,Conference USA,2022,4,NA,71,177,WR
4428811,"Xavier Weaver, South Florida, WR",Xavier Weaver,South Florida,American Athletic,2022,3,3,73,170,WR
4590347,"Rahjai Harris, East Carolina, RB",Rahjai Harris,East Carolina,American Athletic,2023,2,3,70,228,RB
4430551,"Titus Swen, Wyoming, RB",Titus Swen,Wyoming,Mountain West,2022,3,3,71,198,RB
4602667,"Jaylin Lane, Middle Tennessee, WR",Jaylin Lane,Middle Tennessee,Conference USA,2023,2,3,68,175,WR
4035761,"Jared Wyatt, New Mexico State, WR",Jared Wyatt,New Mexico State,FBS Independents,2022,6,2,74,203,WR
4240032,"Zaquandre White, South Carolina, RB",Zaquandre White,South Carolina,SEC,2022,5,4,73,200,RB
4431445,"Ky Thomas, Minnesota, RB",Ky Thomas,Minnesota,Big Ten,2023,2,3,71,205,RB
4360635,"Chigoziem Okonkwo, Maryland, TE",Chigoziem Okonkwo,Maryland,Big Ten,2022,4,3,74,244,TE
4029728,"Kameron Brown, Coastal Carolina, WR",Kameron Brown,Coastal Carolina,Sun Belt,2022,7,NA,75,210,WR
4433959,"Ben Yurosek, Stanford, TE",Ben Yurosek,Stanford,Pac-12,2023,2,3,77,232,TE
4259633,"Stephen Carr, Indiana, RB",Stephen Carr,Indiana,Big Ten,2022,5,5,73,215,RB
4428030,"Jalen Mitchell, Louisville, RB",Jalen Mitchell,Louisville,ACC,2022,3,3,70,221,RB
4360275,"T.J. Pledger, Utah, RB",T.J. Pledger,Utah,Pac-12,2022,4,4,69,193,RB
4427728,"Zonovan Knight, NC State, RB",Zonovan Knight,NC State,ACC,2022,3,4,71,210,RB
4242270,"Kyric McGowan, Georgia Tech, WR",Kyric McGowan,Georgia Tech,ACC,2022,5,3,71,205,WR
4372505,"Payne Durham, Purdue, TE",Payne Durham,Purdue,Big Ten,2022,4,3,77,255,TE
4428594,"Melquan Stovall, Nevada, WR",Melquan Stovall,Nevada,Mountain West,2022,3,3,69,185,WR
4426696,"Micah Bernard, Utah, RB",Micah Bernard,Utah,Pac-12,2022,3,3,71,200,RB
4362162,"SaRodorick Thompson, Texas Tech, RB",SaRodorick Thompson,Texas Tech,Big 12,2022,4,3,72,210,RB
4426409,"Chez Mellusi, Wisconsin, RB",Chez Mellusi,Wisconsin,Big Ten,2022,3,4,71,200,RB
4258248,"Peyton Hendershot, Indiana, TE",Peyton Hendershot,Indiana,Big Ten,2022,5,3,76,254,TE
4362161,"Ta'Zhawn Henry, Houston, RB",Ta'Zhawn Henry,Houston,American Athletic,2022,4,3,67,170,RB
4569156,"Michael Wiley, Arizona, RB",Michael Wiley,Arizona,Pac-12,2022,3,3,71,202,RB
4401043,"Brandon Lewis, Air Force, WR",Brandon Lewis,Air Force,Mountain West,2022,5,2,69,175,WR
4608679,"Will Sheppard, Vanderbilt, WR",Will Sheppard,Vanderbilt,SEC,2023,2,3,75,190,WR
4361802,"Cameron Carroll, Tulane, RB",Cameron Carroll,Tulane,American Athletic,2022,4,2,72,225,RB
4597499,"Mikey Keene, UCF, QB",Mikey Keene,UCF,American Athletic,2024,1,3,71,185,QB
4243539,"Noah Vedral, Rutgers, QB",Noah Vedral,Rutgers,Big Ten,2022,5,3,73,195,QB
4687493,"Brandon Thomas, Memphis, RB",Brandon Thomas,Memphis,American Athletic,2023,2,3,71,200,RB
4249426,"Jalen Wayne, South Alabama, WR",Jalen Wayne,South Alabama,Sun Belt,2022,5,2,74,210,WR
4687555,"Isaiah Garcia-Castaneda, New Mexico State, WR",Isaiah Garcia-Castaneda,New Mexico State,FBS Independents,2022,4,2,72,185,WR
4685035,"Zach Evans, TCU, RB",Zach Evans,TCU,Big 12,2023,2,5,71,195,RB
4570449,"Keric Wheatfall, Fresno State, WR",Keric Wheatfall,Fresno State,Mountain West,2022,5,2,74,175,WR
4426479,"Cornelius Johnson, Michigan, WR",Cornelius Johnson,Michigan,Big Ten,2022,3,4,75,205,WR
4429313,"Tyrone Broden Jr., Bowling Green, WR",Tyrone Broden Jr.,Bowling Green,Mid-American,2022,3,3,76,185,WR
4362208,"Sam James, West Virginia, WR",Sam James,West Virginia,Big 12,2022,4,3,72,184,WR
4433969,"Timmy McClain, South Florida, QB",Timmy McClain,South Florida,American Athletic,2024,1,3,73,190,QB
4686095,"Kobe Pace, Clemson, RB",Kobe Pace,Clemson,ACC,2023,2,3,70,215,RB
4887223,"Chandler Rogers, Louisiana Monroe, QB",Chandler Rogers,Louisiana Monroe,Sun Belt,2024,1,NA,NA,NA,QB
4569239,"Trevon Clark, California, WR",Trevon Clark,California,Pac-12,2022,5,3,76,190,WR
4240735,"Chris Autman-Bell, Minnesota, WR",Chris Autman-Bell,Minnesota,Big Ten,2022,5,3,73,215,WR
4259976,"Josh Ali, Kentucky, WR",Josh Ali,Kentucky,SEC,2022,5,3,72,193,WR
4429149,"Brendon Lewis, Colorado, QB",Brendon Lewis,Colorado,Pac-12,2023,2,3,74,225,QB
4577324,"Jakobi Buchanan, Army, RB",Jakobi Buchanan,Army,FBS Independents,2022,3,NA,72,260,RB
4373266,"Antoine Green, North Carolina, WR",Antoine Green,North Carolina,ACC,2022,4,4,74,205,WR
4291782,"Chase Cunningham, Middle Tennessee, QB",Chase Cunningham,Middle Tennessee,Conference USA,2022,4,NA,71,188,QB
4685831,"Marcell Barbee, Texas State, WR",Marcell Barbee,Texas State,Sun Belt,2022,4,2,74,192,WR
4608750,"Jonzell Norrils, Akron, RB",Jonzell Norrils,Akron,Mid-American,2023,2,3,70,210,RB
4401311,"Devin Maddox, Toledo, WR",Devin Maddox,Toledo,Mid-American,2022,3,NA,69,175,WR
4257370,"Jeremiah Knight, Louisiana Monroe, WR",Jeremiah Knight,Louisiana Monroe,Sun Belt,2022,4,NA,71,192,WR
4427609,"Rahmir Johnson, Nebraska, RB",Rahmir Johnson,Nebraska,Big Ten,2022,3,3,70,185,RB
4686612,"Tre Harris, Louisiana Tech, WR",Tre Harris,Louisiana Tech,Conference USA,2023,2,NA,74,198,WR
4710714,"De'Zhaun Stribling, Washington State, WR",De'Zhaun Stribling,Washington State,Pac-12,2024,1,3,74,202,WR
4239406,"Blake Proehl, East Carolina, WR",Blake Proehl,East Carolina,American Athletic,2022,5,2,73,186,WR
4429056,"Kobe Hudson, Auburn, WR",Kobe Hudson,Auburn,SEC,2023,2,4,73,199,WR
4362668,"Javen Banks, Texas State, WR",Javen Banks,Texas State,Sun Belt,2022,4,NA,74,170,WR
4361679,"Devin Carter, NC State, WR",Devin Carter,NC State,ACC,2022,4,3,75,216,WR
4362650,"Jaray Jenkins, LSU, WR",Jaray Jenkins,LSU,SEC,2022,4,3,76,194,WR
4567506,"Tahj Washington, USC, WR",Tahj Washington,USC,Pac-12,2022,3,3,71,175,WR
4239714,"Kyle Vantrease, Buffalo, QB",Kyle Vantrease,Buffalo,Mid-American,2022,5,3,75,220,QB
4430063,"Dominique Johnson, Arkansas, RB",Dominique Johnson,Arkansas,SEC,2023,2,3,73,240,RB
4259275,"Calvin Camp, Charlotte, RB",Calvin Camp,Charlotte,Conference USA,2022,5,NA,68,178,RB
4428783,"Treshaun Ward, Florida State, RB",Treshaun Ward,Florida State,ACC,2022,3,3,70,195,RB
4568660,"Vincent Davis, Pittsburgh, RB",Vincent Davis,Pittsburgh,ACC,2022,3,3,68,175,RB
4244651,"D'Vonte Price, Florida International, RB",D'Vonte Price,Florida International,Conference USA,2022,5,3,74,215,RB
4426844,"Elijah Higgins, Stanford, WR",Elijah Higgins,Stanford,Pac-12,2022,3,4,75,235,WR
4035851,"Demetris Robertson, Auburn, WR",Demetris Robertson,Auburn,SEC,2022,6,5,72,190,WR
4608607,"Lincoln Pare, Arkansas State, RB",Lincoln Pare,Arkansas State,Sun Belt,2023,2,2,74,190,RB
4262016,"Yusuf Ali, Middle Tennessee, WR",Yusuf Ali,Middle Tennessee,Conference USA,2022,4,NA,69,179,WR
4362227,"Bryce Wheaton, West Virginia, WR",Bryce Wheaton,West Virginia,Big 12,2022,4,3,75,218,WR
4360231,"Lucas Krull, Pittsburgh, TE",Lucas Krull,Pittsburgh,ACC,2022,6,4,78,260,TE
4037293,"Lucas Johnson, San Diego State, QB",Lucas Johnson,San Diego State,Mountain West,2022,6,3,75,210,QB
4426339,"Spencer Rattler, Oklahoma, QB",Spencer Rattler,Oklahoma,Big 12,2022,3,5,73,205,QB
4426689,"Ulysses Bentley IV, SMU, RB",Ulysses Bentley IV,SMU,American Athletic,2022,3,3,70,184,RB
4428938,"Dante Wright, Colorado State, WR",Dante Wright,Colorado State,Mountain West,2022,3,3,69,180,WR
4240418,"Christian Beal-Smith, Wake Forest, RB",Christian Beal-Smith,Wake Forest,ACC,2022,4,NA,70,201,RB
4430049,"Shedro Louis, Liberty, RB",Shedro Louis,Liberty,FBS Independents,2022,3,NA,68,175,RB
4372768,"Phil Jurkovec, Boston College, QB",Phil Jurkovec,Boston College,ACC,2022,4,4,77,226,QB
4430656,"Myles Price, Texas Tech, WR",Myles Price,Texas Tech,Big 12,2023,2,3,70,175,WR
4258577,"Cole Tucker, Northern Illinois, WR",Cole Tucker,Northern Illinois,Mid-American,2022,5,3,74,198,WR
4693791,"Dae Dae Hunter, Hawai'i, RB",Dae Dae Hunter,Hawai'i,Mountain West,2023,2,3,70,200,RB
4612826,"Ladd McConkey, Georgia, WR",Ladd McConkey,Georgia,SEC,2023,2,3,72,185,WR
4373177,"Marshon Ford, Louisville, TE",Marshon Ford,Louisville,ACC,2022,3,NA,74,240,TE
4365503,"Kevin Shaa, Liberty, WR",Kevin Shaa,Liberty,FBS Independents,2022,5,NA,71,165,WR
4428952,"Jalen Wydermyer, Texas A&M, TE",Jalen Wydermyer,Texas A&M,SEC,2022,3,4,77,265,TE
4366038,"Teon Dollard, Akron, RB",Teon Dollard,Akron,Mid-American,2022,4,3,71,205,RB
